categories,city,avg(stars)
Seafood,La Prairie,4.5
Country Clubs,Charlotte,4.0
Coffee Roasteries,Brampton,5.0
Local Flavor,Las Vegas,4.049180327868853
Florists,Lorain,4.5
Arts & Crafts,Tempe,4.118421052631579
Hair Removal,Murrysville,4.4
Health & Medical,Lyndhurst,3.3125
Amusement Parks,Mesa,3.5526315789473686
Bakeries,Madison,3.9615384615384617
Recycling Center,Phoenix,3.9318181818181817
Chiropractors,Warrensville Heights,4.5
Cremation Services,Charlotte,4.25
Women's Clothing,Litchfield Park,3.5
Health & Medical,Edinburgh,3.9216867469879517
Grocery,Medina,3.1666666666666665
Health & Medical,Mayfield Heights,3.9166666666666665
Coffee & Tea,Fellbach,4.166666666666667
Parking,Edinburgh,3.625
Diners,Lyndhurst,4.0
Street Vendors,Phoenix,4.466666666666667
Adult Entertainment,Charlotte,3.0384615384615383
Sports Bars,Whitby,2.75
Italian,Olmsted Falls,4.125
Italian,Lyndhurst,3.625
Dry Cleaning & Laundry,Cuyahoga Falls,4.0
Permanent Makeup,Charlotte,4.8
Nightlife,Cowdenbeath,1.0
Car Dealers,Mentor,3.8846153846153846
Modern European,Henderson,4.75
Yoga,Cleveland,4.571428571428571
Home Services,Sheffield Village,3.3333333333333335
Japanese,Westlake,2.8333333333333335
Bagels,Fairview Park,3.5
Shopping Centers,Mont-Royal,3.5
Home Services,Fairview Park,4.0
Chicken Wings,Vaughan,3.138888888888889
Landscaping,Tempe,3.659090909090909
Hair Stylists,Indian Trail,4.5
Local Services,Brook Park,2.25
Flooring,Chandler,4.142857142857143
Auto Parts & Supplies,Chagrin Falls,4.0
Burgers,Mentor,2.9
Buffets,Brampton,3.411764705882353
Fast Food,Bethel Park,2.6666666666666665
Pizza,Maple,3.5
Oil Change Stations,Gastonia,3.5555555555555554
Pool & Hot Tub Service,Goodyear,4.125
Cambodian,Newmarket,4.0
Mass Media,Goodyear,3.8333333333333335
Printing Services,Montréal,3.6
Arabian,Charlotte,3.25
Bars,Leven,3.0
Tex-Mex,Tempe,3.2142857142857144
Do-It-Yourself Food,Phoenix,4.5
Oral Surgeons,Verona,3.5
Aircraft Repairs,Phoenix,4.5
Insulation Installation,Tempe,4.2
Mags,Homestead,3.25
Massage,Parma,4.0
Bars,Bratenahl,4.0
Special Education,Henderson,3.6666666666666665
Mexican,Chagrin Falls,4.0
Home & Garden,Lyndhurst,3.125
Juice Bars & Smoothies,Whitby,4.5
Nurseries & Gardening,Lyndhurst,4.0
Asian Fusion,North York,3.1666666666666665
Doctors,Macedonia,3.0
Tattoo,Brampton,3.3333333333333335
Home & Garden,East York,2.857142857142857
Pet Groomers,Kennedy Township,3.5
Nightlife,Livingston,3.1666666666666665
Bed & Breakfast,Toronto,3.9705882352941178
Nightlife,Lyndhurst,3.1666666666666665
Community Centers,Charlotte,4.5
Auto Customization,MESA,4.75
Nurseries & Gardening,Bedford,4.25
Eyelash Service,Scarborough,2.6666666666666665
Skate Shops,Madison,4.0
Pizza,Hudson,3.4
Casinos,Laveen,2.1666666666666665
Taxis,East York,1.5
Batting Cages,Maple Heights,4.0
Airports,Stuttgart,3.6666666666666665
Battery Stores,South Euclid,2.0
Makeup Artists,Woodmere,4.625
Indian,Cleveland Heights,3.3333333333333335
Computers,Chester,2.5
International,Korntal-Münchingen,4.5
Southern,Georgetown,4.0
Leather Goods,Phoenix,4.038461538461538
Home Services,Irwin,3.0714285714285716
Guitar Stores,Monroeville,3.0
Truck Rental,Stuttgart,4.0
Landscaping,Scarborough,4.0
Restaurants,Clairton,3.6875
Hardware Stores,W Henderson,3.0
Music & Video,Brampton,3.7
Chinese,Fellbach,3.8333333333333335
Ice Cream & Frozen Yogurt,Fountain Hills,4.5
Cosmetics & Beauty Supply,Richmond Hill,3.3
Wine Bars,Bridgeville,3.0
Delis,Independence,3.1666666666666665
Juice Bars & Smoothies,MESA,3.0
Venues & Event Spaces,Scarborough,3.4444444444444446
Beer Bar,Inverness,4.0
Home & Garden,Solon,3.625
Bars,Mc Farland,3.75
Cocktail Bars,Parma Heights,5.0
Tires,Kannapolis,3.5
Television Stations,Charlotte,3.5
Animal Shelters,Monticello,2.5
Landscaping,Sheffield Village,3.5
Cantonese,Mayfield Heights,3.0
College Counseling,Chandler,4.0
Dentists,Westlake,3.6666666666666665
Bistros,Surprise,4.0
Filipino,North York,3.125
TV Mounting,Charlotte,4.083333333333333
Couriers & Delivery Services,Laveen,5.0
Movers,North Huntingdon,4.5
Video Game Stores,Madison,4.25
Carpet Installation,Charlotte,3.5
Bakeries,Fairlawn,4.1
Body Shops,Mentor,4.666666666666667
Car Wash,Kent,3.5
Pet Groomers,Lasalle,3.5
Cosmetic Surgeons,Middleton,4.5
Delis,Queensferry,4.25
Signmaking,Etobicoke,5.0
Plastic Surgeons,Pittsburgh,3.75
Massage Therapy,Bethel Park,3.8333333333333335
Bubble Tea,Vaughan,2.5
Fast Food,Peninsula,4.5
Champagne Bars,Scottsdale,3.1666666666666665
Psychiatrists,Scottsdale,2.4375
Shopping,La Salle,3.5
Mass Media,Edinburgh,3.6875
Career Counseling,Oakville,1.5
Laundry Services,North Olmsted,3.1666666666666665
Computers,Henderson,4.1
Mexican,Saint Laurent,4.0
Restaurants,Currie,4.0
Taekwondo,Gilbert,4.0
Barbeque,Sainte-Anne-de-Bellevue,5.0
Lounges,Avon Lake,4.25
Towing,Cottage Grove,5.0
Spanish,Vaughan,4.0
Korean,University Heights,4.0
Skin Care,Stow,3.875
Canadian (New),Dorval,2.9
Skin Care,Pepper Pike,3.0
Traditional Chinese Medicine,Las Vegas,4.7727272727272725
Beauty & Spas,White Oak,3.625
Burgers,Olivos,3.1666666666666665
Health Retreats,Pineville,3.0
Paint & Sip,Olmsted Falls,5.0
Electronics Repair,Fort Mill,3.0
Hydroponics,Tempe,4.0
Pets,Westmount,3.6666666666666665
Divorce & Family Law,Glendale,3.5833333333333335
Party Equipment Rentals,Eastlake,3.0
American (Traditional),Monongahela,3.625
Tree Services,Avondale,3.0
Skate Shops,Oakville,5.0
Distilleries,Pittsburgh,4.7
Street Vendors,Cuyahoga Falls,4.5
Arts & Entertainment,Downsview,4.0
Preschools,Toronto,4.125
Mobile Phones,Vaughan,4.5
Massage,Ajax,3.8333333333333335
Asian Fusion,Cornelius,3.8333333333333335
Photography Stores & Services,Huntersville,4.25
Home & Garden,South Euclid,4.25
Restaurants,Mississuaga,4.0
Bike Repair/Maintenance,Brossard,5.0
Souvenir Shops,Inverness,3.5
Lakes,Gilbert,4.0
Party Supplies,Fellbach,4.0
Medical Centers,Mentor,2.6666666666666665
Cabinetry,Cleveland,2.625
Pest Control,North Royalton,2.5
Pubs,Bloomfield,4.0
Coffee & Tea,York,2.75
Golf Equipment,Lyndhurst,2.5
Roadside Assistance,Huntersville,4.0
Pets,McMurry,4.5
Latin American,Etobicoke,3.5
Bakeries,Saint-Hubert,5.0
Shoe Stores,Brossard,3.0
Wine & Spirits,Brossard,2.5
Day Spas,Whitby,3.857142857142857
Boot Camps,Madison,4.333333333333333
Chiropractors,Woodmere,5.0
Diagnostic Imaging,Westmount,4.0
Beer,Homestead,4.25
Coffee & Tea,Elizabeth,4.5
Transportation,Oregon,1.5
Cajun/Creole,Tempe,3.1
Beauty & Spas,Maple Heights,3.5
Car Dealers,Robinson Township,2.25
Amateur Sports Teams,Concord,4.25
Electronics,Fort Mill,3.25
Szechuan,Paradise Valley,3.0
Counseling & Mental Health,San Tan,1.5
Fish & Chips,Gilbert,4.0
Digitizing Services,Madison,3.5
Salad,Wilmerding,3.0
Breweries,Dallas,5.0
Private Investigation,Phoenix,3.7857142857142856
Gastropubs,Unionville,3.5
Transportation,Henderson,4.833333333333333
Fast Food,L'Île-Perrot,2.0
Beer Bar,Davidson,4.0
Pretzels,Mesa,3.0
Restaurants,Sheffield,4.25
Framing,St. Peters,3.0
Motorcycle Repair,North Versailles,2.5
Sporting Goods,Ajax,3.25
Retirement Homes,Beachwood,3.5
Cosmetic Dentists,Turtle Creek,2.0
Day Spas,Lyndhurst,4.5
Mediterranean,North Huntingdon,4.0
Active Life,Moon,4.5
Oil Change Stations,Litchfield Park,3.0
Carpet Cleaning,Whitby,5.0
Professional Services,Whitby,5.0
Travel Services,Montreal,3.0
Ear Nose & Throat,Sun City West,2.5
Notaries,University Heights,3.0
Knife Sharpening,Toronto,4.5
Chicken Wings,Urbana,2.75
Entertainment Law,Tempe,5.0
Gas Stations,University Heights,1.5
Golf Equipment,Mesa,4.333333333333333
Thai,Irwin,4.0
Festivals,North York,3.0
Fruits & Veggies,North York,3.0
Squash,Queensferry,4.0
Home Organization,North York,5.0
Chicken Wings,Blawnox,3.0
Irrigation,Waxhaw,3.5
Lighting Fixtures & Equipment,Waxhaw,3.5
Interval Training Gyms,Eastlake,5.0
Delicatessen,Schwieberdingen,3.0
Comfort Food,North Olmsted,3.0
Libraries,Mc Farland,2.5
Beer Hall,Toronto,2.0
Professional Services,Mayfield Heights,3.875
Hindu Temples,Tempe,5.0
Automotive,West Bridgewater,2.0
Appliances,Streetsboro,3.0
Ophthalmologists,Pineville,3.25
Pet Services,Summerlin,5.0
Beer,Laveen Village,4.0
Bed & Breakfast,Brook Park,3.0
Public Transportation,Livingstone,1.5
African,Ajax,3.0
Swimming Pools,Warrensville Heights,4.0
Public Services & Government,Monroeville,2.5
Floral Designers,Cornelius,4.5
Mobile Phone Repair,Fairview Park,2.0
Parks,Parma,4.0
Boxing,Strongsville,3.75
Creperies,North York,3.5
Desserts,Olivos,4.0
Landmarks & Historical Buildings,Newhaven,4.5
Diagnostic Services,Lakewood,3.5
Arts & Crafts,Belmont,3.5
Orthodontists,Davidson,4.5
Canadian (New),Vaudreuil-Dorion,4.0
Pet Training,Chagrin Falls,5.0
Barbers,University Ht,4.5
Cafes,Herminie,4.5
Waxing,Broadview Heights,4.5
Yoga,Mayfield Heights,4.5
Breweries,Stoughton,3.5
Bagels,Elyria,5.0
Shopping,Windsor,5.0
Books,Indian Land,5.0
Osteopathic Physicians,MESA,3.0
Hiking,Mississauga,4.5
Pet Groomers,Maple,1.0
Specialty Food,Linden,3.5
Cosmetic Surgeons,Medina,2.0
Thai,Chester,4.0
Business Law,Berea,4.0
Climbing,North York,3.5
Cheesesteaks,Avondale,3.5
Physical Therapy,Westlake,4.0
Pubs,Dalkeith,3.5
Anesthesiologists,Surprise,1.5
Arts & Crafts,Robinson Township,4.5
Rheumatologists,Peoria,2.0
Nail Salons,Toronto Division,3.0
Food Delivery Services,Pointe-Claire,3.0
Barbeque,Las Vegas,3.630232558139535
Home Services,North Las Vegas,3.5414634146341464
Summer Camps,Peoria,4.2
Museums,Cleveland,4.14
Community Service/Non-Profit,Las Vegas,3.755434782608696
Shipping Centers,Mississauga,2.5
Burgers,Macedonia,2.7857142857142856
Ethnic Food,Richmond Hill,3.25
Waxing,Toronto,3.8503184713375798
Doctors,Rocky River,3.3333333333333335
Check Cashing/Pay-day Loans,Las Vegas,3.710526315789474
Furniture Stores,Toronto,3.085185185185185
Day Spas,North York,3.40625
Jewelry,Pittsburgh,4.037878787878788
Event Planning & Services,Whitby,3.4047619047619047
Installment Loans,Phoenix,4.3
Auto Repair,Monticello,3.0
Wine Bars,Edinburgh,3.740740740740741
Men's Hair Salons,Mesa,3.717391304347826
General Dentistry,Glendale,4.13125
Korean,Mississauga,3.5384615384615383
Milkshake Bars,Edinburgh,4.0
Yoga,Cave Creek,3.8333333333333335
Pet Sitting,Charlotte,4.216867469879518
Asian Fusion,Gilbert,3.7666666666666666
Cocktail Bars,Fitchburg,3.75
Belgian,Verdun,4.0
Soup,Wexford,3.0
Podiatrists,Scottsdale,4.138888888888889
Decks & Railing,Las Vegas,4.55
Local Services,San Tan Valley,4.1
Vehicle Shipping,Pittsburgh,5.0
Salad,Strongsville,3.576923076923077
Junk Removal & Hauling,Cave Creek,5.0
Caribbean,Montréal,4.0588235294117645
Windows Installation,Fort Mill,1.0
Candy Stores,Stuttgart,4.0
Music & Video,Cross Plains,3.5
Sandwiches,Brampton,3.364864864864865
Professional Services,North York,2.7333333333333334
Aquarium Services,Pittsburgh,5.0
Personal Chefs,Henderson,5.0
Sandwiches,Gastonia,3.1875
Personal Shopping,Madison,4.666666666666667
Obstetricians & Gynecologists,Charlotte,3.4791666666666665
Sporting Goods,Ludwigsburg,3.0
Restaurants,Dunfermline,3.7857142857142856
Beauty & Spas,Verdun,3.8
Electronics Repair,Strongsville,3.8333333333333335
Public Services & Government,Strongsville,4.0
Electricians,Toronto,4.75
Active Life,Beachwood,4.352941176470588
Auto Repair,Etobicoke,3.78
Imported Food,Pittsburgh,4.166666666666667
Home Cleaning,Madison,3.847826086956522
Physical Therapy,Glendale,4.0
Pain Management,Chandler,3.2222222222222223
Bars,CITY CENTER,5.0
Mailbox Centers,Las Vegas,4.229166666666667
Naturopathic/Holistic,Mesa,4.208333333333333
Photography Stores & Services,Mesa,2.7857142857142856
American (New),Fountain Hills,3.4545454545454546
Vintage & Consignment,McMurray,2.5
Furniture Stores,Edinburgh,3.5
Beauty & Spas,Pineville,3.923076923076923
American (Traditional),Frazer,3.5
Imported Food,Richmond Hill,3.0
Education,Glendale,4.223214285714286
Gyms,Glenshaw,3.0
Mediterranean,Etobicoke,3.4583333333333335
Event Planning & Services,Leonberg,4.0
Party Supplies,Etobicoke,4.0
Convenience Stores,North York,3.5
Books,Urbana,4.0
Pets,Mentor,3.7777777777777777
Pick Your Own Farms,Amherst,3.5
RV Rental,Glendale,4.0
Hobby Shops,Madison,3.625
Cooking Schools,Montreal,4.5
Arts & Crafts,Westmount,4.0
Sports Bars,Matthews,3.0
Steakhouses,Stanley,4.0
Beaches,Fairport Harbor,4.5
Hair Salons,Belmont,4.166666666666667
Italian,Brook Park,3.625
Waterproofing,Pittsburgh,2.6666666666666665
Medical Spas,Mississauga,3.5238095238095237
Food,Cote Saint-Luc,3.75
Caterers,Oakville,3.4285714285714284
Barbeque,Cave Creek,3.6
Ophthalmologists,Charlotte,3.1666666666666665
Grocery,Castle Shannon,2.5
Outdoor Furniture Stores,Goodyear,4.0
Oil Change Stations,Surprise,3.3947368421052633
Gun/Rifle Ranges,Glendale,4.666666666666667
Framing,Mesa,4.25
Event Planning & Services,Leinfelden-Echterdingen,4.071428571428571
Comfort Food,Gastonia,3.0
Women's Clothing,Fort Mill,4.0
Bridal,Cornelius,4.125
Cafes,Mahomet,4.5
Persian/Iranian,Henderson,4.0
Guitar Stores,Charlotte,4.357142857142857
Chinese,Aurora,3.730769230769231
Local Services,Leetsdale,3.75
Powder Coating,Glendale,4.5
Divorce & Family Law,New Kensington,5.0
Burgers,Bainbridge,4.0
Nail Salons,Springdale,3.25
Tax Services,North Las Vegas,4.333333333333333
Used Car Dealers,Pineville,4.0
Doctors,Sun City,3.0833333333333335
Women's Clothing,Fairlawn,2.3333333333333335
Sports Wear,Gilbert,3.5625
Cinema,Oakville,3.5833333333333335
Optometrists,Fountain Hills,3.6666666666666665
Spiritual Shop,Cleveland,4.0
Skin Care,Mahomet,4.0
Wheel & Rim Repair,Mesa,4.3
Mobile Phone Repair,Richmond Hill,3.5
Home Window Tinting,Parma,4.5
Movers,Cleveland Heights,3.5
Greek,Edinburgh,3.9
Event Planning & Services,Saint - Hyacinthe,4.5
Tex-Mex,New Kensington,3.25
Glass & Mirrors,Pittsburgh,4.25
Carpet Cleaning,Stuttgart,4.0
Pasta Shops,Glenshaw,3.0
Boating,Inverness,4.0
Pet Groomers,Northfield,5.0
Real Estate Agents,Edinburgh,3.0
Taiwanese,Vaughan,3.0
Real Estate,South Park,5.0
Trainers,Maple,4.0
Pediatricians,North York,3.0
Indian,Parma Heights,3.0
Video/Film Production,Cleveland Heights,5.0
Office Equipment,Macedonia,3.0
Mediterranean,Böblingen,3.75
Nightlife,Thornhill,3.0454545454545454
Trainers,White Oak,4.5
Pet Services,Fountain Hills,4.375
Train Stations,Urbana,4.5
Pizza,Belleville,3.5
Szechuan,Dalkeith,4.0
Appliances,Clairton,4.5
Breweries,Chardon,2.5
Elementary Schools,Shaker Heights,4.5
Packing Supplies,North Las Vegas,3.75
Massage Therapy,Mount Holly,5.0
Gift Shops,Beachwood,4.25
Pick Your Own Farms,Oregon,3.0
Pet Boarding,Chagrin Falls,3.0
Urgent Care,Sun City,2.75
Auto Customization,Henderson Nevada,5.0
Gelato,Pittsburgh,4.0
Asian Fusion,Middleburg Heights,4.5
Massage Therapy,Gastonia,4.75
Tapas/Small Plates,Mississauga,4.0
Swimming Lessons/Schools,Ahwatukee,4.0
Diving,Charlotte,2.75
Boot Camps,Monroeville,3.5
Cannabis Clinics,Litchfield Park,5.0
Pest Control,Mint Hill,5.0
Gyms,Paradise Valley,5.0
Shopping,Schönaich,4.0
Pet Groomers,Frazer,4.0
Home Cleaning,Avondale,3.75
Shoe Repair,Mesa,4.166666666666667
Carpeting,Avondale,4.75
Campgrounds,Filderstadt,4.5
Summer Camps,Markham,4.5
Pet Training,Highland Heights,2.0
Arts & Crafts,North Huntingdon,4.5
Nightlife,Harrisbug,3.5
Pizza,Neuhausen,4.25
Nurseries & Gardening,De Forest,5.0
Flowers & Gifts,Urbana,3.75
Contractors,North Ridgeville,4.25
Hotels & Travel,Kornwestheim,3.6666666666666665
Food Stands,Laval,4.5
Dermatologists,Middleburg Heights,3.0
Food Delivery Services,Whitchurch-Stouffville,4.75
Painters,Brunswick,3.5
Tires,Lake Wylie,4.5
Emergency Rooms,Glendale,2.75
Laser Hair Removal,Dorval,2.0
Tapas/Small Plates,Newmarket,3.5
Hot Dogs,Brecksville,3.5
Ice Delivery,Gilbert,5.0
Mobile Phones,Middlefield,3.0
American (Traditional),Pheonix,3.0
Dry Cleaning & Laundry,Goodyear,2.75
Ice Cream & Frozen Yogurt,Böblingen,3.5
Active Life,Piedmont,4.5
Cajun/Creole,Waxhaw,3.5
Tanning,Fountain Hills,4.833333333333333
Art Supplies,Leinfelden-Echterdingen,4.5
Mountain Biking,Berea,3.0
Breakfast & Brunch,South Las Vegas,3.0
Bespoke Clothing,Edinburgh,4.0
Mobile Phone Accessories,Parma Heights,1.5
Party & Event Planning,Mahomet,5.0
Poutineries,Laval,4.0
Comic Books,Cornelius,4.5
Performing Arts,Urbana,5.0
Radiologists,Tempe,2.5
Trainers,Westlake,3.0
Shutters,Charlotte,4.5
Cafes,Saint-Hubert,5.0
French,Repentigny,4.5
Restaurants,New Town,3.75
Florists,Willoughby,4.0
Music Venues,Vaughan,3.75
Halal,Coraopolis,1.5
Party Bike Rentals,Cleveland,5.0
Florists,Maple,5.0
Mexican,Bradford West Gwillimbury,3.75
Masonry/Concrete,Toronto,3.5
Sandwiches,Maple,2.875
Auto Repair,Mayfield,2.0
Shoe Repair,North York,3.642857142857143
Hotels & Travel,Wexford,3.25
Pizza,Higley,2.1666666666666665
Shopping Centers,Lasalle,3.5
Mexican,Wickliffe,3.0
Pasta Shops,Toronto,3.0
Mexican,Warrensville Heights,2.5
Tree Services,Mentor,3.0
Surgeons,Fort Mill,4.0
Personal Assistants,Concord,4.5
Teppanyaki,Concord,2.0
Religious Organizations,Mentor,3.0
Driving Schools,Mentor,3.0
RV Rental,Surprise,4.25
Hair Removal,Kent,4.5
Video/Film Production,Woodbridge,1.0
Cheese Shops,Pickering,4.0
Game Truck Rental,Hudson,5.0
Reiki,Gastonia,5.0
Waffles,Whitby,4.0
Climbing,Newmarket,4.5
Popcorn Shops,Tolleson,5.0
Pet Services,Fairview Park,3.75
Amusement Parks,Avondale,4.0
Transportation,Newmarket,1.0
Shopping,N W Las Vegas,3.0
Furniture Stores,Indian Land,5.0
Drugstores,Tega Cay,2.5
Property Management,Fitchburg,4.5
Pets,Livingston,3.0
Self-defense Classes,Tempe,4.5
Kitchen & Bath,Saint-Jerome,4.0
Delis,Cecil,3.5
Campgrounds,Henderson,5.0
Filipino,Madison,3.5
Grocery,Ditzingen,4.5
Waffles,Newmarket,5.0
Home Decor,Saint-Pie,4.0
Automotive,Fullerton,4.0
Henna Artists,Phoenix,4.25
Breakfast & Brunch,Vimont,4.0
Public Services & Government,Kirkcaldy,4.0
Bike Rentals,Sun Prairie,4.0
Patisserie/Cake Shop,Rocky River,4.0
Gluten-Free,Goodyear,3.75
Steakhouses,Wesley Chapel,4.5
Employment Law,Madison,1.0
Tex-Mex,El Mirage,4.0
Restaurants,Saint-Henri,3.5
Persian/Iranian,Matthews,3.5
Modern European,Unionville,3.5
Public Services & Government,Harrisburg,4.5
Windshield Installation & Repair,Mayfield Heights,1.0
Indian,Fellbach,3.0
Drywall Installation & Repair,Gastonia,3.5
Tattoo,New Kensington,5.0
Ice Cream & Frozen Yogurt,Spring Valley,4.5
Pubs,Schomberg,3.0
Sports Bars,Bolton,3.0
Restaurants,Gates Mills,4.0
Real Estate,Suprise,3.0
Coffee & Tea Supplies,Montreal,4.0
Orthodontists,Lorain,1.5
Desserts,Midland,4.5
Grilling Equipment,Peoria,4.5
Internet Service Providers,Sun City,3.5
Religious Organizations,Beachwood,4.5
Transportation,Amherst,2.0
Bridal,Mayfield Heights,3.0
Tex-Mex,Euclid,2.0
Home & Garden,Sun City West,3.8333333333333335
Carpet Cleaning,McKees Rocks,5.0
Funeral Services & Cemeteries,Sagamore Hills,4.0
Oral Surgeons,Davidson,5.0
Chinese,Hampton Township,4.5
Tax Services,Mayfield Heights,5.0
Medical Spas,White Oak,3.5
Breakfast & Brunch,Fort McDowell,3.5
Burgers,Phoenix,3.035422343324251
Flooring,Las Vegas,4.003472222222222
Italian,Vaughan,3.639344262295082
Home & Garden,Toronto,3.3604336043360434
Education,Peoria,4.217391304347826
Arts & Entertainment,Chester,3.4285714285714284
Automotive,North Las Vegas,3.478395061728395
Professional Services,Toronto,3.5604651162790697
Movers,Mississauga,1.6785714285714286
Arts & Entertainment,Paradise Valley,4.4
Dog Parks,Charlotte,4.0
Ethnic Food,Champaign,3.6
Jewelry,Toronto,3.7151162790697674
American (Traditional),Harrisburg,3.125
General Dentistry,Las Vegas,4.106280193236715
Pet Adoption,Phoenix,3.857142857142857
Shopping,Cornelius,3.7426470588235294
Hardware Stores,Madison,3.7954545454545454
Massage,North York,3.75
Costumes,Champaign,4.5
Restaurants,Mansfield,5.0
Roadside Assistance,Phoenix,4.0
Laundry Services,Madison,2.8392857142857144
Food Delivery Services,Strongsville,3.25
Asian Fusion,Cleveland,3.607142857142857
Specialty Food,Glendale,3.918918918918919
Food,Waxhaw,4.0
Ice Cream & Frozen Yogurt,Monroeville,3.25
Mags,Stuttgart,4.2272727272727275
Pets,Matthews,3.782608695652174
Art Supplies,Phoenix,3.9761904761904763
Hostels,Edinburgh,3.4722222222222223
Sports Clubs,Whitby,3.5
Shopping,Brecksville,3.5625
Turkish,Mississauga,3.5
Sewing & Alterations,Champaign,3.5
Decks & Railing,Scottsdale,3.75
Cosmetic Dentists,Chandler,4.314814814814815
Toy Stores,Las Vegas,3.9407894736842106
Cosmetics & Beauty Supply,Lakewood,4.416666666666667
Hair Salons,Sheffield Village,2.5
Skin Care,Ballantyne,4.0
Coffee & Tea,Aurora,3.3333333333333335
Internet Cafes,Phoenix,4.25
Hair Salons,Ludwigsburg,4.5
Cycling Classes,Scottsdale,4.7272727272727275
Vinyl Records,Cleveland,4.0625
Boating,Charlotte,5.0
German,Ludwigsburg,3.5833333333333335
Hotels,Champaign,2.94
Hot Dogs,Matthews,3.5
Cafes,Rantoul,4.5
Italian,Rocky River,3.4375
Coffee & Tea,Ahwatukee,4.0
Burgers,Rantoul,3.1666666666666665
Drugstores,Harrisburg,3.1666666666666665
Real Estate,Markham,2.5
Urgent Care,Scottsdale,3.5
Hair Removal,Sun City West,3.75
Nightlife,Trafford,4.25
Wraps,Scottsdale,4.055555555555555
Vinyl Records,Edinburgh,4.1923076923076925
Hotels,Westlake,3.0
Appliances & Repair,Mc Murray,2.0
Beer,Mentor,3.6666666666666665
Party Supplies,Gilbert,4.208333333333333
Beauty & Spas,East York,3.1666666666666665
Burgers,South Euclid,2.8333333333333335
Nightlife,Bridgeville,2.8636363636363638
Auto Detailing,Clairton,3.0
Arts & Entertainment,Ambridge,4.25
Dog Parks,Toronto,3.736842105263158
Food Delivery Services,Moon Township,4.0
Body Shops,Bethel Park,4.0
Acupuncture,Brunswick,5.0
Art Museums,Pittsburgh,4.083333333333333
Sandwiches,Chagrin Falls,4.0
Hydrotherapy,Gilbert,4.833333333333333
