city,categories,count
aurora,Nightlife,389
peoria,Mobile Phones,220
avondale,Machine & Tool Rental,7
pleasant hills,Pets,18
mentor,Pet Services,25
pineville,Baby Gear & Furniture,17
north olmsted,Thrift Stores,38
tempe,Kickboxing,27
henderson,Mailbox Centers,45
northfield,Nurseries & Gardening,8
clairton,Roofing,4
cheswick,Education,5
oakville,Private Tutors,3
oakville,Preschools,9
tega cay,Fitness & Instruction,16
higley,Hot Dogs,133
north royalton,Makeup Artists,3
piedmont,Beauty & Spas,3
richmond hill,Travel Services,30
urbana,Chicken Wings,13
carnegie,Convenience Stores,8
tempe,Professional Sports Teams,29
woodbridge,Portuguese,25
tempe,Synagogues,3
presto,Bakeries,5
markham,Dental Hygienists,3
pineville,Pet Groomers,58
north york,Movers,63
gilbert,Taekwondo,4
brunswick,Amateur Sports Teams,3
macedonia,Home & Garden,20
fountain hills,Bike Repair/Maintenance,38
lachine,Flowers & Gifts,3
pineville,Outdoor Gear,54
unionville,Bars,213
west mifflin,Flowers & Gifts,6
pittsburgh,Battery Stores,21
middlefield,American (Traditional),103
chagrin falls,Meat Shops,10
gastonia,Antiques,16
columbia station,Mini Golf,4
cleveland,Kitchen Incubators,4
fort mill,Libraries,3
monroeville,Hair Stylists,12
matthews,Shipping Centers,25
edgewood,American (New),6
amherst,Cafes,12
madison,Vietnamese,1242
phoenix,Well Drilling,3
penn hills,Desserts,4
gastonia,Specialty Schools,13
north olmsted,Men's Clothing,39
kent,Music Venues,20
solon,Auto Parts & Supplies,18
champaign,Electricians,15
north olmsted,Pet Groomers,18
gilbert,Challenge Courses,35
strongsville,Car Stereo Installation,3
scottsdale,Basque,158
montreal,Butcher,7
montreal,Fruits & Veggies,7
pleasant hills,Fashion,5
north las vegas,Gift Shops,23
chesterland,Day Spas,10
brunswick,Cosmetic Dentists,3
pineville,Medical Supplies,3
chandler,Peruvian,170
murrysville,General Dentistry,3
glendale,German,567
bethel park,Apartments,8
champaign,Window Washing,24
seven hills,Nightlife,32
north ridgeville,Specialty Food,12
gilbert,Golf Lessons,9
parma,Soup,13
elyria,Candy Stores,8
davidson,Wine Bars,109
mentor,Computers,19
maple,Pet Stores,5
broadview heights,Assisted Living Facilities,3
lower burrell,Reiki,3
vaughan,Pet Training,7
indian trail,Post Offices,4
independence,Traditional Chinese Medicine,3
scottsdale,Motorcycle Gear,29
kannapolis,Apartments,5
tempe,Trailer Rental,7
pittsburgh,Brazilian,309
macedonia,Pet Services,26
euclid,Laundry Services,6
davidson,Home & Garden,8
litchfield park,Dry Cleaning & Laundry,12
gastonia,Flight Instruction,8
goodyear,Bikes,69
hinckley,Caterers,5
peoria,Escape Games,58
avon,Kids Activities,4
lake wylie,Used,3
bay village,Museums,19
peoria,Outlet Stores,20
sun city,Music & Video,5
charlotte,Registry Office,4
sun city west,Hardware Stores,10
berea,Guest Houses,6
gilbert,Psychologists,7
glendale,Orthotics,13
fountain hills,Souvenir Shops,3
las vegas,Airport Terminals,260
beachwood,Eyelash Service,19
parma,Gun/Rifle Ranges,6
gilbert,Creperies,26
indian trail,Chicken Shop,9
cleveland,Video Game Stores,14
parma,Beer Gardens,159
arlington,Car Dealers,3
clairton,Automotive,5
chandler,Packing Services,79
goodyear,Radiologists,14
beachwood,Party Supplies,3
strongsville,Men's Hair Salons,32
sun city,Diners,55
surprise,Beer Bar,21
midland,Venues & Event Spaces,24
wexford,Musical Instruments & Teachers,3
middleton,Real Estate Services,7
champaign,Train Stations,17
nobleton,Gastropubs,3
cross plains,Venues & Event Spaces,3
canonsburg,Used Car Dealers,15
tempe,Wholesalers,13
brampton,Pediatric Dentists,5
sun city,Embroidery & Crochet,3
weddington,Hair Salons,11
carnegie,Electronics,17
chandler,Paint-Your-Own Pottery,18
henderson,Clock Repair,5
scarborough,Reflexology,10
stanley,Sandwiches,12
chester,Seafood,8
hinckley,Painters,3
penn hills,Salad,3
sun prairie,Bike Rentals,4
newmarket,Cheesesteaks,37
chagrin falls,Pet Training,8
king city,Modern European,20
unionville,Bistros,42
glenshaw,Specialty Food,19
bellevue,Cafes,4
solon,Sushi Bars,232
oregon,Guns & Ammo,10
cave creek,Art Classes,44
fairview park,Real Estate,4
westlake,Custom Cakes,6
cleveland heights,Self Storage,5
woodmere,Cosmetics & Beauty Supply,6
woodmere,Women's Clothing,13
hudson,Tiki Bars,26
cave creek,Travel Agents,8
hudson,Religious Organizations,4
tempe,Horseback Riding,7
davidson,Acai Bowls,10
anthem,Arts & Entertainment,4
enterprise,Leather Goods,35
monona,Cosmetic Dentists,4
mesa,Cardio Classes,3
moss,Fast Food,3
anthem,Urgent Care,18
sheffield lake,Car Dealers,3
paradise valley,Interior Design,3
urbana,Wedding Planning,114
phoenix,Career Counseling,172
peoria,Property Management,186
glendale,Auto Glass Services,270
chandler,Hair Removal,2725
phoenix,Spray Tanning,803
phoenix,Parking,853
toronto,Dermatologists,86
stuttgart,Beauty & Spas,700
las vegas,Pool Cleaners,909
north royalton,Restaurants,930
phoenix,Watch Repair,501
north las vegas,Child Care & Day Care,120
las vegas,International Grocery,845
stoughton,Event Planning & Services,12
strongsville,Food,1139
las vegas,Farmers Market,1776
concord,Japanese,420
avondale,Food,2656
phoenix,Appliances,2637
concord,Nightlife,1594
monroeville,Oil Change Stations,97
tempe,Arabian,309
gilbert,Surgeons,87
belmont,Food,523
elyria,Auto Repair,49
tempe,Occupational Therapy,63
las vegas,Lingerie,1155
charlotte,Trampoline Parks,34
garfield heights,Home Services,35
scottsdale,Vehicle Wraps,333
gilbert,Home Decor,674
sharpsburg,Shopping,3
montreal,Women's Clothing,47
vaughan,Desserts,563
champaign,Aquariums,22
tempe,Bookstores,371
aurora,Sporting Goods,20
maple heights,Grocery,5
gilbert,Thrift Stores,101
cornelius,Hotels,59
edinburgh,Pakistani,379
champaign,Computers,105
chandler,Medical Spas,535
elyria,Pizza,148
strongsville,Home Services,58
las vegas,Turkish,430
tempe,Furniture Rental,6
richmond hill,Pet Stores,36
peoria,American (New),3972
matthews,Fitness & Instruction,90
north las vegas,Sports Bars,1114
strongsville,Auto Repair,91
henderson,Vocational & Technical School,25
peoria,Coffee & Tea,1038
pepper pike,Beauty & Spas,47
fort mill,Mattresses,15
north york,Dry Cleaning & Laundry,62
north olmsted,Bars,517
tolleson,Caterers,51
peoria,Musical Instrument Services,67
richmond hill,Medical Centers,36
cleveland,Thrift Stores,107
matthews,Thrift Stores,49
fort mill,Pets,169
gastonia,Steakhouses,571
lake wylie,Chicken Wings,3
newmarket,Local Services,42
medina,Irish,88
montreal,Pubs,98
pittsburgh,Imported Food,567
concord,Hair Removal,113
charlotte,Employment Agencies,48
urbana,Arts & Entertainment,175
edinburgh,Souvenir Shops,104
goodyear,Pool & Hot Tub Service,86
pineville,Trailer Rental,5
fairview park,Home Services,40
phoenix,Ethnic Food,3588
pittsburgh,Skate Parks,13
urbana,Meat Shops,22
middleburg heights,Photography Stores & Services,3
stuttgart,Music Venues,287
parma,Security Services,5
middleton,Salad,140
moss,Restaurants,40
piedmont,Shopping,5
thornhill,Vegetarian,12
goodyear,Salad,472
midland,Museums,15
edinburgh,Social Clubs,57
newmarket,British,104
cleveland,Landscaping,27
sun city,Food,398
euclid,Breweries,4
markham,Sushi Bars,2948
oakville,Medical Spas,24
sun city,Auto Repair,106
cleveland,Nutritionists,38
berea,Donuts,36
urbana,Venues & Event Spaces,215
lagrange,Active Life,8
peoria,Dermatologists,69
las vegas,Carpet Installation,575
houston,Pizza,26
phoenix,Home Staging,355
stuttgart,Antiques,3
scottsdale,Plus Size Fashion,62
goodyear,Karate,3
newburgh heights,Golf,4
madison,Party Bike Rentals,9
mentor,Greek,43
goodyear,Irrigation,38
henderson,Cardio Classes,21
madison,Special Education,3
matthews,Printing Services,32
oakmont,Flooring,4
north las vegas,Motorcycle Gear,60
pineville,Museums,9
belmont,Mountain Biking,4
mount holly,Home & Garden,3
glendale,Hotels,478
fitchburg,Pet Sitting,59
davidson,Breakfast & Brunch,547
youngtown,Hot Dogs,3
concord,Party Supplies,4
copley,Body Shops,9
bethel park,Dance Studios,3
west homestead,Cinema,152
murrysville,Hair Salons,26
las vegas,Opera & Ballet,310
chagrin falls,Grocery,28
peoria,Men's Clothing,136
indian trail,Blow Dry/Out Services,13
chester,Burgers,13
mayfield heights,Fabric Stores,5
verona,Cheese Shops,5
henderson,Radio Stations,23
wexford,Specialty Food,195
wexford,Fruits & Veggies,94
streetsboro,Drugstores,22
richmond hill,Wholesale Stores,6
gilbert,Speech Therapists,8
avon,Delis,15
laveen,Summer Camps,22
avondale,Car Window Tinting,17
el mirage,Parks,29
peoria,Towing,78
las vegas,Vascular Medicine,30
cleveland heights,Convenience Stores,6
middleton,Meat Shops,6
avondale,American (New),340
tempe,Paint & Sip,36
mesa,Afghan,177
thornhill,Wine Bars,49
sheffield,Beer Bar,31
cleveland,Ethnic Grocery,10
brooklyn,Beer Bar,21
dravosburg,Shopping,18
belmont,Pool Halls,3
fort mill,Wraps,11
waxhaw,Florists,3
ingram,Tires,6
eastlake,Dive Bars,7
litchfield park,Sushi Bars,167
surprise,Hot Dogs,77
coraopolis,Travel Services,3
dormont,Flowers & Gifts,4
cleveland,Plus Size Fashion,5
montreal,Automotive,15
lowell,Vintage & Consignment,8
champaign,Wraps,13
mayfield heights,Bagels,6
bethel park,Cafes,4
georgetown,Landscaping,6
twinsburg,Auto Parts & Supplies,6
sun city west,Periodontists,10
northfield,Ice Cream & Frozen Yogurt,49
solon,Plumbing,25
sun prairie,Windshield Installation & Repair,4
mentor,Ophthalmologists,11
hudson,Trainers,7
coraopolis,Cards & Stationery,3
henderson,Comfort Food,113
bay village,Cocktail Bars,13
mcmurray,Steakhouses,42
tempe,Patisserie/Cake Shop,40
columbia station,Haunted Houses,8
brooklyn,Cafes,8
scarborough,Landscaping,6
york,Stadiums & Arenas,3
westlake,Community Centers,6
bridgeville,Post Offices,3
cross plains,Wine & Spirits,3
henderson,Psychics,9
avondale,Trophy Shops,4
south park,Hair Salons,3
avondale,Performing Arts,3
fitchburg,Bridal,5
chester,Cinema,4
beachwood,Latin American,150
willowick,Sporting Goods,12
oakville,Screen Printing,3
houston,Bars,18
brunswick,Eyewear & Opticians,4
maple,Personal Chefs,3
leetsdale,Videos & Video Game Rental,4
cuyahoga falls,Kebab,3
richmond hill,Diagnostic Imaging,3
springdale,Massage,3
mayfield heights,Women's Clothing,6
concord,Motorcycle Gear,6
goodyear,Shutters,3
oakdale,Sports Clubs,3
wexford,Arts & Crafts,5
mayfield heights,General Litigation,3
belmont,Sports Bars,6
new eagle,Men's Clothing,8
urbana,Cosmetic Dentists,7
new kensington,Tattoo,6
north olmsted,Bookstores,29
rantoul,Chinese,5
berea,Art Classes,3
rocky river,Oral Surgeons,13
imperial,Laundromat,18
tempe,Muay Thai,8
edinburgh,Boating,3
warrensville heights,Fashion,12
phoenix,Car Wash,3758
pittsburgh,Venues & Event Spaces,3265
las vegas,Appraisal Services,204
scottsdale,Doctors,7212
phoenix,Convenience Stores,1799
north york,Cafes,376
scarborough,Food,2564
bethel park,Tea Rooms,9
willowdale,Pet Stores,5
lorain,Pizza,105
gilbert,Women's Clothing,484
charlotte,Breweries,3073
thornhill,Event Planning & Services,77
surprise,Home Services,1835
scottsdale,Candy Stores,259
richmond hill,Computers,22
scottsdale,Photo Booth Rentals,58
toronto,Handyman,200
las vegas,Filipino,6341
murrysville,Shopping,80
brampton,Massage,30
mesa,Auto Customization,454
fountain hills,Financial Services,14
mount horeb,Food,383
phoenix,Challenge Courses,36
toronto,Self Storage,154
lower burrell,Restaurants,72
las vegas,Wedding Chapels,2165
aurora,Sports Clubs,12
north york,Asian Fusion,684
parma,Nightlife,529
middleton,Churches,6
concord,Health & Medical,242
pittsburgh,Beer,4273
penn hills,Restaurants,87
phoenix,Karate,30
maple,Pizza,23
surprise,Car Dealers,646
medina,Home & Garden,92
phoenix,Masonry/Concrete,434
pineville,Sports Wear,63
edinburgh,Beer Tours,210
lyndhurst,Health & Medical,32
peoria,Septic Services,32
richmond hill,Fitness & Instruction,151
highland heights,Jewelry Repair,4
bridgeville,Sports Clubs,7
bethel park,Hardware Stores,12
madison,Tattoo,212
montreal,Beauty & Spas,94
broadview heights,Contractors,16
toronto,Airports,179
cheswick,Restaurants,73
tallmadge,Restaurants,407
toronto,Hydrotherapy,3
henderson,Lounges,1099
gilbert,Shipping Centers,189
canonsburg,Pizza,316
glendale,Pool Halls,92
medina,Massage,41
pleasant hills,Mattresses,13
fountain hills,Photography Stores & Services,5
pittsburgh,Vinyl Records,200
rocky river,Bagels,34
macedonia,Home Services,43
eastlake,Sports Bars,26
matthews,Auto Parts & Supplies,235
carefree,American (Traditional),332
belmont,Dry Cleaning & Laundry,5
peoria,Plus Size Fashion,47
henderson,Self-defense Classes,275
inverness,Arts & Entertainment,83
peoria,Office Equipment,44
champaign,Office Cleaning,23
fitchburg,Yoga,93
north royalton,Transportation,14
urbana,Home Services,254
mckeesport,Mexican,21
penn hills,Fitness & Instruction,3
elyria,Buffets,9
laveen,Waxing,151
rocky river,Skin Care,102
mahomet,Nightlife,90
mesa,Car Buyers,12
peninsula,Boat Dealers,3
stuttgart,Beer Gardens,152
matthews,Transmission Repair,9
north york,Sewing & Alterations,30
georgetown,Ethnic Food,13
toronto,Hair Stylists,143
fitchburg,Greek,24
scottsdale,Air Duct Cleaning,215
brunswick,Party & Event Planning,8
phoenix,Cantonese,868
boulder city,Guns & Ammo,8
anthem,Electronics,4
presto,Cajun/Creole,64
thornhill,Indian,249
woodbridge,Home Decor,18
toronto,Funeral Services & Cemeteries,28
gilbert,Pubs,1209
wilkinsburg,Restaurants,42
mcmurray,Mags,10
scarborough,Car Rental,31
bellevue,Caterers,97
madison,Art Museums,59
north york,Vegan,82
sewickley,Local Services,46
stow,Bridal,14
canonsburg,Burgers,48
laveen,Sandwiches,188
wilmerding,Bars,18
gibsonia,Home Window Tinting,3
buena vista,Restaurants,10
sun prairie,Periodontists,7
pineville,Car Rental,21
willoughby hills,Real Estate,11
north york,Laser Hair Removal,9
boulder city,Department Stores,4
middleburg heights,Men's Clothing,5
plum,Oil Change Stations,3
murrysville,Tiling,3
pineville,Candle Stores,3
parma,Health Retreats,4
black earth,Specialty Food,3
mentor,Fruits & Veggies,5
moon,Russian,55
toronto,Carpenters,13
sun city west,Financial Services,15
brunswick,Apartments,3
tempe,Nail Technicians,115
pineville,Smog Check Stations,27
pittsburgh,Tiling,30
chagrin falls,Arts & Entertainment,19
goodyear,Skilled Nursing,4
mesa,Scandinavian,357
middleburg heights,Electronics,17
brampton,Mongolian,23
carnegie,Water Heater Installation/Repair,11
saint joseph,Nightlife,11
oregon,Farms,4
maple,Health & Medical,12
el mirage,Real Estate,6
brecksville,Active Life,28
lakewood,Seafood,601
gastonia,Pediatricians,4
oakville,Car Rental,22
belmont,Mexican,44
solon,Sewing & Alterations,4
oakville,Interior Design,3
scottsdale,Osteopathic Physicians,120
painesville,Hair Stylists,10
solon,Coffee & Tea,78
kent,Car Wash,12
pineville,Public Services & Government,15
tolleson,Latin American,71
york,Wine & Spirits,8
lake wylie,Automotive,5
pleasant hills,Gyms,11
tempe,Meditation Centers,32
parma,Real Estate,19
mount horeb,Fast Food,8
euclid,Chicken Wings,32
chandler,Landmarks & Historical Buildings,8
windsor,Golf,8
lorain,Jewelry,3
berea,Italian,15
huntersville,Weight Loss Centers,19
northfield,Drugstores,10
ridgeville,Cafes,3
lakewood,Bed & Breakfast,44
northfield,Beer,25
medina,Countertop Installation,3
gastonia,Accessories,15
irwin,Tex-Mex,6
fountain hills,Dog Parks,10
gastonia,Ophthalmologists,19
richmond hill,Laser Tag,19
montreal,Strip Clubs,25
concord,Dry Cleaning & Laundry,13
georgetown,Body Shops,3
strongsville,Wedding Planning,4
beachwood,Outlet Stores,5
phoenix,IP & Internet Law,10
willowick,Contractors,8
wesley chapel,Wine & Spirits,71
gilbert,Body Contouring,11
mayfield heights,Caterers,34
summerlin south,Active Life,10
broadview heights,Drugstores,4
west mifflin,Lawyers,3
madison,Video Game Stores,9
waxhaw,Soul Food,11
belmont,Mini Golf,15
plum,Pet Training,3
peoria,Whiskey Bars,225
goodyear,Building Supplies,21
york,Home Decor,3
youngtown,Landscaping,13
north las vegas,Spray Tanning,12
belmont,Mortgage Brokers,4
brooklyn,Home Services,17
pittsburgh,Home Network Installation,8
carnegie,Libraries,5
north versailles,Appliances,6
brunswick,Roadside Assistance,3
fairview park,Jewelry,4
fort mill,Bike Rentals,4
verona,Movers,7
huntersville,Summer Camps,4
north york,Party Supplies,10
strongsville,Landscaping,3
gilbert,Cooking Schools,9
fairlawn,Office Equipment,3
hudson,Specialty Schools,3
rantoul,Steakhouses,18
matthews,Ear Nose & Throat,4
sun city,Body Shops,20
mesa,Urologists,11
bridgeville,Building Supplies,7
mcmurray,Men's Hair Salons,11
mesa,Souvenir Shops,5
wildwood,Party & Event Planning,3
brampton,Meat Shops,71
bridgeville,Pet Sitting,9
fountain hills,Tea Rooms,16
shadyside,Health & Medical,9
fort mill,Popcorn Shops,14
beachwood,Pawn Shops,3
avon lake,Jewelry,6
surprise,Television Service Providers,11
henderson,Bartenders,45
brunswick,Travel Services,3
gilbert,Farm Equipment Repair,7
waxhaw,Interior Design,6
lyndhurst,Car Dealers,3
matthews,Polish,113
homestead,Hair Salons,68
thornhill,Photography Stores & Services,4
brampton,Garage Door Services,3
cornelius,Optometrists,3
edinburgh,Music Venues,737
charlotte,Restaurants,156741
strongsville,Fast Food,204
toronto,Mobile Phones,722
glendale,Medical Centers,647
cornelius,Donuts,13
tempe,Fitness & Instruction,2430
las vegas,Physical Therapy,1416
las vegas,Party & Event Planning,9842
pittsburgh,Estate Liquidation,17
gilbert,Kitchen & Bath,182
brampton,Cosmetics & Beauty Supply,23
las vegas,Museums,5956
charlotte,Used,443
scottsdale,Damage Restoration,404
urbana,Bookstores,18
las vegas,Beer,30887
pittsburgh,Leisure Centers,59
glendale,Pets,1331
toronto,Chocolatiers & Shops,1554
cave creek,Hats,13
concord,Home Cleaning,19
vaughan,Chinese,494
mcmurray,Automotive,79
henderson,Travel Services,102
belmont,Automotive,45
gastonia,Fast Food,365
chandler,Carpet Cleaning,354
north york,Hotels & Travel,130
verona,Sandwiches,314
charlotte,Home Inspectors,151
concord,Specialty Schools,45
chandler,Yoga,623
berea,Bars,385
cuyahoga falls,Donuts,39
peoria,Endodontists,75
gastonia,Lawyers,6
mahomet,Restaurants,294
north las vegas,Public Services & Government,142
charlotte,Vegan,2168
mesa,Party Equipment Rentals,55
champaign,Mobile Phones,94
parma,Public Services & Government,21
scarborough,Men's Clothing,53
brampton,Party & Event Planning,26
peoria,Tanning Beds,10
stow,Bikes,29
the woodlands,Home Services,3
richmond hill,Cafes,430
tolleson,Nurseries & Gardening,3
scottsdale,Interior Design,662
north las vegas,Hawaiian,1180
henderson,Golf Lessons,105
scarborough,Body Shops,39
richmond hill,Patisserie/Cake Shop,9
toronto,Hungarian,279
north las vegas,Laundry Services,135
paradise valley,Transportation,3
henderson,RV Dealers,71
